list_name,name,label,governorate,district,subdistrict,community,order
community,C3621,Beshraghi,,,SY060202,,
community,C3635,Betshah,,,SY060202,,
community,C3615,Bitmana,,,SY060202,,
community,C3620,Bsendiana,,,SY060202,,
community,C3623,Bsoter,,,SY060202,,
community,C3628,Darmineh,,,SY060202,,
community,C3619,Dweir Baabda,,,SY060202,,
community,C3610,Dweir Bsindyana,,,SY060202,,
community,C3609,Hamam El Qarahleh,,,SY060202,,
community,C3611,Jibul,,,SY060202,,
community,C3629,Karama Kankaru,,,SY060202,,
community,C3617,Kharayeb Salem,,,SY060202,,
community,C3626,Mansura - Zwiyeh,,,SY060202,,
community,C3622,Oqaiba,,,SY060202,,
community,C3613,Orayqib,,,SY060202,,
community,C3636,Qarfis,,,SY060202,,
community,C3625,Qteilbiyyeh,,,SY060202,,
community,C3616,Rabwa ,,,SY060202,,
community,C3624,Sabiyun,,,SY060202,,
community,C3631,Sakhaba,,,SY060202,,
community,C3618,Tal Hweiri,,,SY060202,,
community,C3633,Zahraa ,,,SY060202,,
community,C3645,Armati,,,SY060203,,
community,C3646,Baqariya,,,SY060203,,
community,C3641,Bashkuh,,,SY060203,,
community,C3642,Bishrah,,,SY060203,,
community,C3638,Budy,,,SY060203,,
community,C3644,Deirotan ,,,SY060203,,
community,C3643,Deiruneh Jableh,,,SY060203,,
community,C3647,Ein Shaqaq,,,SY060203,,
community,C3637,Nuzha - Betghramo,,,SY060203,,
community,C3640,Rawda Benjaro,,,SY060203,,
community,C3639,Thawra Kherbet Almaradsiyeh,,,SY060203,,
community,C3655,Batmush,,,SY060204,,
community,C3654,Beit Ana,,,SY060204,,
community,C3651,Dalyeh,,,SY060204,,
community,C3648,Ein Ghannam,,,SY060204,,
community,C3649,Herf Elsari,,,SY060204,,
community,C3657,Maarin (Dalyeh),,,SY060204,,
community,C3656,Msheirfeh (Dalyeh),,,SY060204,,
community,C3653,Qseibeh (Dalyeh),,,SY060204,,
community,C3650,Salmiyeh - Dalyeh,,,SY060204,,
community,C3652,Talaziq,,,SY060204,,
community,C3658,Wadi Elqale,,,SY060204,,
community,C3667,Beit Yshut - Ein Qayta,,,SY060205,,
community,C3666,Bismalekh,,,SY060205,,
community,C3665,Bsheili,,,SY060205,,
community,C3661,Ein Qetaa,,,SY060205,,
community,C3663,Ein Salem,,,SY060205,,
community,C3660,Halabko,,,SY060205,,
community,C3664,Helleh Ara,,,SY060205,,
community,C3659,Jofin (Beit Yashout),,,SY060205,,
community,C6349,Krum (Beit Yashout),,,SY060205,,
community,C3662,Mneizleh,,,SY060205,,
community,C3671,Al-Haffa,,,SY060300,,
community,C3673,Babna,,,SY060300,,
community,C6350,Doha - Al-Haffa,,,SY060300,,
community,C3682,Granada (Al-Haffa),,,SY060300,,
community,C3668,Hameidiyyeh (Al-Haffa),,,SY060300,,
community,C3677,Hara (Al-Haffa),,,SY060300,,
community,C3674,Kherbet Hishun,,,SY060300,,
community,C3683,Manjila,,,SY060300,,
community,C3687,Milsun ,,,SY060300,,
community,C6352,Mokhtariyeh,,,SY060300,,
community,C3680,Othriya,,,SY060300,,
community,C3669,Qadessiyeh - Jankil,,,SY060300,,
community,C3685,Qeshbeh,,,SY060300,,
community,C3686,Qreimani,,,SY060300,,
community,C6351,Rabyeh ,,,SY060300,,
community,C3678,Raqiq,,,SY060300,,
community,C3676,Rasyun Elheffeh,,,SY060300,,
community,C3679,Samandil,,,SY060300,,
community,C3670,Samiya - Al-Haffa,,,SY060300,,
community,C3675,Sharifa - Al-Haffa,,,SY060300,,
community,C3681,Tishrine ,,,SY060300,,
community,C3684,Watyel Karameh,,,SY060300,,
community,C3672,Zanqufa,,,SY060300,,
community,C3701,Aramo,,,SY060301,,
community,C3705,Bab Abdallah,,,SY060301,,
community,C3699,Bab Janna,,,SY060301,,
community,C3694,Balata,,,SY060301,,
community,C3696,Balluta,,,SY060301,,
community,C3690,Baruda,,,SY060301,,
community,C3702,Birein (Salanfa),,,SY060301,,
community,C3688,Bishamana,,,SY060301,,
community,C3692,Daryus,,,SY060301,,
community,C3691,Deir Tuma,,,SY060301,,
community,C3693,Durin (Salanfa),,,SY060301,,
community,C3703,Ein Elwadi Tantash,,,SY060301,,
community,C6649,Enbatah,,,SY060301,,
community,C6353,Heryadi,,,SY060301,,
community,C3710,Kafr Dalba,,,SY060301,,
community,C3706,Karafish,,,SY060301,,
community,C3708,Majdal Saleh,,,SY060301,,
community,C3709,Marj Khokho,,,SY060301,,
community,C3707,Maruniyeh Dali ,,,SY060301,,
community,C3695,Mrih,,,SY060301,,
community,C6648,Mughiriyeh,,,SY060301,,
community,C3697,Obein,,,SY060301,,
community,C3700,Salanfa,,,SY060301,,
community,C3704,Salma,,,SY060301,,
community,C3689,Shoh Baltaah,,,SY060301,,
community,C3698,Tertyah,,,SY060301,,
community,C3716,Basta,,,SY060302,,
community,C3712,Bayader Eldurra,,,SY060302,,
community,C3711,Ein Et-Teeneh (Ein Et-teeneh),,,SY060302,,
community,C3718,Hbeit,,,SY060302,,
community,C3714,Jablaya (Ein Et-teeneh),,,SY060302,,
community,C3715,Jdideh (Ein Et-teeneh),,,SY060302,,
community,C3721,Kars,,,SY060302,,
community,C3717,Khaldiyet Khdello,,,SY060302,,
community,C3720,Livin,,,SY060302,,
community,C3719,Nabe Elkhandaq,,,SY060302,,
community,C3740,Aku,,,SY060303,,
community,C6647,Al-Koum (Kansaba),,,SY060303,,
community,C3742,Ara,,,SY060303,,
community,C3741,Arafit,,,SY060303,,
community,C3724,Ard Elwata,,,SY060303,,
community,C3726,Bashura,,,SY060303,,
community,C3735,Beit Shkuhi,,,SY060303,,
community,C3723,Bmashrafa,,,SY060303,,
community,C3739,Bruma,,,SY060303,,
community,C3725,Deiruneh Elakrad,,,SY060303,,
community,C3727,Dweirkeh,,,SY060303,,
community,C3737,Eido,,,SY060303,,
community,C3734,Ein Elashra,,,SY060303,,
community,C3728,Ein Elhur,,,SY060303,,
community,C3736,Ein Elqantara,,,SY060303,,
community,C3754,Ghnimiyeh,,,SY060303,,
community,C3731,Haddada (Kansaba),,,SY060303,,
community,C3732,Hamrat (Kansaba),,,SY060303,,
community,C3733,Hekro,,,SY060303,,
community,C6646,Jeb Al-Ahmar,,,SY060303,,
community,C3751,Kabani,,,SY060303,,
community,C3752,Kadin,,,SY060303,,
community,C3746,Kafrata,,,SY060303,,
community,C6354,Kafraya,,,SY060303,,
community,C3750,Kansaba,,,SY060303,,
community,C3745,Karura,,,SY060303,,
community,C3753,Kort,,,SY060303,,
community,C3743,Majdal Kikhya,,,SY060303,,
community,C3749,Marj Elzawyeh,,,SY060303,,
community,C3747,Mizyen,,,SY060303,,
community,C6644,Nahshba,,,SY060303,,
community,C3738,Oweinat (Kansaba),,,SY060303,,
community,C6643,Qasatel,,,SY060303,,
community,C3730,Shalaf,,,SY060303,,
community,C3722,Tala,,,SY060303,,
community,C6645,Tardeen,,,SY060303,,
community,C3729,Touma,,,SY060303,,
community,C3748,Wadi Baur,,,SY060303,,
community,C3744,Wadi Elshikhan,,,SY060303,,
community,C3760,Beit Jiro,,,SY060304,,
community,C3755,Deir Mama (Mzair'a),,,SY060304,,
community,C3772,Derbashiyeh,,,SY060304,,
community,C3756,Difeh,,,SY060304,,
community,C3765,Dweir Elshalaf,,,SY060304,,
community,C3763,Hettin Ambrato,,,SY060304,,
community,C3764,Jinjaniyeh,,,SY060304,,
community,C3775,Karm Elmaasarah,,,SY060304,,
community,C3778,Kimin,,,SY060304,,
community,C3762,Lisoniyeh,,,SY060304,,
community,C3777,Mardido,,,SY060304,,
community,C3757,Masla,,,SY060304,,
community,C3776,Massis,,,SY060304,,
community,C3779,Milyo,,,SY060304,,
community,C3758,Msheirfet Elhiffeh,,,SY060304,,
community,C3774,Mzaira,,,SY060304,,
community,C3773,Qaqiyeh,,,SY060304,,
community,C3769,Qweiqa ,,,SY060304,,
community,C3759,Rama,,,SY060304,,
community,C3767,Rawda ,,,SY060304,,
community,C3770,Rejm (Mzair'a),,,SY060304,,
community,C3771,Rweimiyeh,,,SY060304,,
community,C3761,Rweiset Hleil,,,SY060304,,
community,C6355,Shibel,,,SY060304,,
community,C3766,Sraj,,,SY060304,,
community,C3780,Yasmin - Yasnis,,,SY060304,,
community,C3768,Zahraa ,,,SY060304,,
community,C3713,Zanbura,,,SY060304,,
community,C3809,Al-Qardaha,,,SY060400,,
community,C3812,Bani Issa,,,SY060400,,
community,C3796,Basel,,,SY060400,,
community,C3799,Behwariya,,,SY060400,,
community,C3782,Bekrama,,,SY060400,,
community,C3797,Bhamra,,,SY060400,,
community,C3788,Bishlama,,,SY060400,,
community,C3789,Bishriyeh,,,SY060400,,
community,C3813,Bissine,,,SY060400,,
community,C3791,Bitar,,,SY060400,,
community,C3810,Bsut,,,SY060400,,
community,C3800,Dbeiqa,,,SY060400,,
community,C3801,Deir Duma,,,SY060400,,
community,C3805,Deir Hanna ,,,SY060400,,
community,C6358,Deir Ibrahim,,,SY060400,,
community,C3811,Deirotan Qerdaha,,,SY060400,,
community,C3808,Ein Elarus (Al-Qardaha),,,SY060400,,
community,C3806,Estamna,,,SY060400,,
community,C3802,Ghalmiseh,,,SY060400,,
community,C3786,Herf Radwa,,,SY060400,,
community,C3804,Jdideh (Al-Qardaha),,,SY060400,,
community,C3781,Jermati,,,SY060400,,
community,C3822,Kalmakho,,,SY060400,,
community,C6356,Kherbet Abu Khasraf,,,SY060400,,
community,C3823,Marj Meibran,,,SY060400,,
community,C3819,Marj Mussa,,,SY060400,,
community,C3817,Markiyeh,,,SY060400,,
community,C3795,Matn,,,SY060400,,
community,C3790,Miseh,,,SY060400,,
community,C3798,Mran - Al-Qardaha,,,SY060400,,
community,C3820,Mreijat - Al-Qardaha,,,SY060400,,
community,C3824,Neinti,,,SY060400,,
community,C3821,Nina,,,SY060400,,
community,C3793,Oweina Elrihan,,,SY060400,,
community,C3816,Qalluriyeh,,,SY060400,,
community,C3818,Qamu Kafr Debeil,,,SY060400,,
community,C3807,Qarama Qerdaha,,,SY060400,,
community,C3814,Qatlaba,,,SY060400,,
community,C6357,Qweiqa ,,,SY060400,,
community,C3815,Ras Elqalluriyeh,,,SY060400,,
community,C3792,Rasun Elqerdaha,,,SY060400,,
community,C3787,Rweiset Afif,,,SY060400,,
community,C3785,Rweiset Badriyeh,,,SY060400,,
community,C3784,Rweiset Elbasatneh,,,SY060400,,
community,C3783,Safraqiyeh,,,SY060400,,
community,C3803,Sallurin,,,SY060400,,
community,C3794,Slagho,,,SY060400,,
community,C3828,Amud - Harf Elmseitra,,,SY060401,,
community,C3827,Arqub,,,SY060401,,
community,C3832,Aruset Eljabal,,,SY060401,,
community,C3830,Dleibat,,,SY060401,,
community,C3825,Ein Elhayat,,,SY060401,,
community,C3833,Farshat,,,SY060401,,
community,C3829,Harf Elmseitra,,,SY060401,,
community,C3826,Qarandah,,,SY060401,,
community,C3831,Shanbutin,,,SY060401,,
community,C3844,Astamo,,,SY060402,,
community,C3839,Bastiron,,,SY060402,,
community,C3838,Behwara,,,SY060402,,
community,C3842,Bein Sohin,,,SY060402,,
community,C3837,Bisrama,,,SY060402,,
community,C3835,Bqeilun,,,SY060402,,
community,C3840,Bustan Elbaraka,,,SY060402,,
community,C3836,Dabbash,,,SY060402,,
community,C3843,Fakhura,,,SY060402,,
community,C3848,Ghayu,,,SY060402,,
community,C3845,Hassaniyeh (Fakhura),,,SY060402,,
community,C6359,Jbeiriyeh,,,SY060402,,
community,C3849,Kafraz,,,SY060402,,
community,C3846,Khushkhasheh,,,SY060402,,
community,C3847,Maalaqa - Fakhura,,,SY060402,,
community,C6360,Markhu,,,SY060402,,
community,C3850,Nqoro,,,SY060402,,
community,C3841,Qalmun,,,SY060402,,
community,C3852,Qamin,,,SY060402,,
community,C3834,Tarmi,,,SY060402,,
community,C3851,Wata Deir Zaynun,,,SY060402,,
community,C6361,Western Bseiqa,,,SY060402,,
community,C3853,Yarta,,,SY060402,,
community,C3858,Ananib,,,SY060403,,
community,C3854,Ariza,,,SY060403,,
community,C3860,Balat,,,SY060403,,
community,C3864,Farzala,,,SY060403,,
community,C3857,Jobet Berghal,,,SY060403,,
community,C3861,Kherbet Elsindyana (Jobet Berghal),,,SY060403,,
community,C3855,Khreibat Elqalaa,,,SY060403,,
community,C3863,Mahableh Castle,,,SY060403,,
community,C3862,Malikh,,,SY060403,,
community,C3865,Qarir,,,SY060403,,
community,C3859,Rawabi Elkhader Elbor,,,SY060403,,
community,C3856,Zanyo,,,SY060403,,
community,C3866,Aqrabat (Idleb),,,SY070000,,
community,C3875,Arshani,,,SY070000,,
community,C6689,Bshmaron,,,SY070000,,
community,C3868,Ein Shib,,,SY070000,,
community,C3877,Falyun,,,SY070000,,
community,C3871,Idleb,,,SY070000,,
community,C3879,Kafruhin,,,SY070000,,
community,C3869,Kreiz,,,SY070000,,
community,C3878,Martein,,,SY070000,,
community,C3872,Mastumeh,,,SY070000,,
community,C3867,Nayrab,,,SY070000,,
community,C3874,Northern Ora,,,SY070000,,
community,C3876,Qminas,,,SY070000,,
community,C3873,Sijer - Bqesemtoh,,,SY070000,,
community,C3870,Tab Issa - Eastern And Western,,,SY070000,,
community,C3891,Abul Thohur,,,SY070001,,
community,C3881,Ballisa,,,SY070001,,
community,C3893,Baragethi,,,SY070001,,
community,C3884,Barissa,,,SY070001,,
community,C3882,Big Zafar,,,SY070001,,
community,C3880,Busra - Little Zafar,,,SY070001,,
community,C6625,Debshieh,,,SY070001,,
community,C3886,Harmala (Abul Thohur),,,SY070001,,
community,C3900,Hmeimat Eldayer,,,SY070001,,
community,C3897,Hseiniyeh - Tal Kalba,,,SY070001,,
community,C3890,Jallas,,,SY070001,,
community,C6626,Jdideh - Abul Thohur,,,SY070001,,
community,C3887,Jdidhe Abu Elthohur,,,SY070001,,
community,C6362,Msheirfeh (Abul Thohur),,,SY070001,,
community,C3894,Mustariha (Abul Thohur),,,SY070001,,
community,C3902,Ras El Ein (Abul Thohur),,,SY070001,,
community,C3895,Rasm Abed,,,SY070001,,
community,C6628,Rasm Nayyas,,,SY070001,,
community,C6624,Shkheir,,,SY070001,,
community,C6623,Sukariyeh (Abul Thohur),,,SY070001,,
community,C3901,Tal Elaghar - Abul Thohur,,,SY070001,,
community,C3892,Tal Fukhar,,,SY070001,,
community,C3899,Tal Silmo,,,SY070001,,
community,C3898,Tal Sultan,,,SY070001,,
community,C3903,Tal Tufan,,,SY070001,,
community,C3888,Taljineh,,,SY070001,,
community,C3883,Talkhatra,,,SY070001,,
community,C3889,Tawahineh,,,SY070001,,
community,C3896,Tawil Elsheikh,,,SY070001,,
community,C6629,Thahabiyeh (Abul Thohur),,,SY070001,,
community,C3885,Tweim (Abul Thohur),,,SY070001,,
community,C6627,Wasita,,,SY070001,,
community,C6630,Al-Swagheih,,,SY070002,,
community,C3904,Bennsh,,,SY070002,,
community,C3905,Foah,,,SY070002,,
community,C3906,Toum,,,SY070002,,
community,C3914,Abul Khos,,,SY070003,,
community,C3920,Afs,,,SY070003,,
community,C3921,Ajez,,,SY070003,,
community,C3907,Anqrati,,,SY070003,,
community,C3912,Bijfas,,,SY070003,,
community,C3911,Bweiti,,,SY070003,,
community,C3910,Dadikh,,,SY070003,,
community,C3909,Jobas,,,SY070003,,
community,C3927,Kafr Battikh,,,SY070003,,
community,C3928,Kafr Omeim (Saraqab),,,SY070003,,
community,C3925,Khan Elsobol,,,SY070003,,
community,C3922,Khuwara,,,SY070003,,
community,C3929,Lof,,,SY070003,,
community,C3931,Maar Dibsi,,,SY070003,,
community,C3926,Maharim,,,SY070003,,
community,C3930,Mardikh,,,SY070003,,
community,C3923,Rasafa (Saraqab),,,SY070003,,
community,C3919,Rayan (Saraqab),,,SY070003,,
community,C3913,Salamin,,,SY070003,,
community,C3915,San,,,SY070003,,
community,C3916,Saraqab,,,SY070003,,
community,C3924,Sheikh Idris,,,SY070003,,
community,C3918,Tal Karatine,,,SY070003,,
community,C6634,Tal Tabariz,,,SY070003,,
community,C6716,Thahabiyeh (Saraqab),,,SY070003,,
community,C3908,Tromba,,,SY070003,,
community,C6635,Abu Kansa,,,SY070004,,
community,C6636,Jdarya,,,SY070004,,
community,C3936,Ketyan,,,SY070004,,
community,C3935,Maaret Elnaasan - Maaret Elhaski,,,SY070004,,
community,C3934,Shallakh,,,SY070004,,
community,C3933,Talhiyeh,,,SY070004,,
community,C3932,Teftnaz,,,SY070004,,
community,C3939,Batenta,,,SY070005,,
community,C6633,Beeret Kaftin,,,SY070005,,
community,C3937,Bhora,,,SY070005,,
community,C6732,Boayba,,,SY070005,,
community,C6632,Habat,,,SY070005,,
community,C3943,Haranbush,,,SY070005,,
community,C3944,Hazano,,,SY070005,,
community,C3942,Kafr - Kafrehmul,,,SY070005,,
community,C3945,Kafr Jales,,,SY070005,,
community,C3948,Kafr Nabi,,,SY070005,,
community,C6690,Kafr Tanor,,,SY070005,,
community,C3952,Kafraya ( Maar Tamsarin),,,SY070005,,
community,C3951,Kaftin,,,SY070005,,
community,C3949,Kelly,,,SY070005,,
community,C3950,Maaret Elekhwan,,,SY070005,,
community,C3947,Maarrat Tamasrin,,,SY070005,,
community,C3946,Murin,,,SY070005,,
community,C3941,Ram Hamdan,,,SY070005,,
community,C6631,Shekh Bahr,,,SY070005,,
community,C3940,Taltuneh,,,SY070005,,
community,C3938,Zardana Mashehad,,,SY070005,,
community,C3953,Sarmin,,,SY070006,,
community,C6691,Abo Dafneh,,,SY070200,,
community,C3973,Abu Makki,,,SY070200,,
community,C3964,Babilla,,,SY070200,,
community,C3975,Barsa,,,SY070200,,
community,C3976,Bsida,,,SY070200,,
community,C3965,Dana (Ma'arrat An Nu'man),,,SY070200,,
community,C3962,Eastern Deir,,,SY070200,,
community,C3963,Ghadqa,,,SY070200,,
community,C3966,Halbeh,,,SY070200,,
community,C6596,Hamdieh (Ma'arrat An Nu'man),,,SY070200,,
community,C3957,Hantutin,,,SY070200,,
community,C3970,Harran  (Ma'arrat An Nu'man),,,SY070200,,
community,C3954,Hatamiyeh,,,SY070200,,
community,C3960,Hazzan,,,SY070200,,
community,C3969,Hraki (Ma'arrat An Nu'man),,,SY070200,,
community,C3955,Jarada,,,SY070200,,
community,C3977,Jarjnaz,,,SY070200,,
community,C3984,Kafruma,,,SY070200,,
community,C3956,Kanayes - Ma'arrat An Nu'man,,,SY070200,,
community,C3979,Kweires,,,SY070200,,
community,C3983,Maar Shamarin,,,SY070200,,
community,C3981,Maar Shamsheh,,,SY070200,,
community,C3978,Maar Shurin,,,SY070200,,
community,C6598,Maarata (Ma'arrat An Nu'man),,,SY070200,,
community,C3985,Maarrat An Numan,,,SY070200,,
community,C3980,Maasaran (Ma'arrat An Nu'man),,,SY070200,,
community,C3982,Qaratli,,,SY070200,,
community,C3961,Samkeh (Ma'arrat An Nu'man),,,SY070200,,
community,C3972,Sarman,,,SY070200,,
community,C3959,Tal Dibis,,,SY070200,,
community,C3971,Tal Kersyan,,,SY070200,,
community,C3974,Telamnas,,,SY070200,,
community,C3967,Thahrat Talamnas,,,SY070200,,
community,C3958,Tqana,,,SY070200,,
community,C3968,Western Deir,,,SY070200,,
community,C6597,Western-Nuhiyeh,,,SY070200,,
community,C3990,Abdin (Khan Shaykun),,,SY070201,,
community,C3992,Baarbu,,,SY070201,,
community,C3989,Hbit,,,SY070201,,
community,C3993,Kafr Ein,,,SY070201,,
community,C3987,Khan Shaykun,,,SY070201,,
community,C6707,Moghr Al Hamam,,,SY070201,,
community,C6708,Moghr Al Honta - Khan Shaykun,,,SY070201,,
community,C3991,Nqeir,,,SY070201,,
community,C3986,Qasabiyeh,,,SY070201,,
community,C3988,Um Zaytuna,,,SY070201,,
community,C4017,Abu Sharji,,,SY070202,,
community,C6601,Abu Thijeh,,,SY070202,,
community,C4027,Abul Eleij,,,SY070202,,
community,C4010,Bashkum,,,SY070202,,
community,C4036,Big Karatin,,,SY070202,,
community,C4003,Borj (Sanjar),,,SY070202,,
community,C4033,Brennan,,,SY070202,,
community,C4028,Dreibiyeh,,,SY070202,,
community,C4004,Dwadiyeh,,,SY070202,,
community,C4047,Eastern Lweibdeh,,,SY070202,,
community,C6363,Eastern Sarja,,,SY070202,,
community,C4007,Ejaz,,,SY070202,,
community,C4037,Fahil Jallas,,,SY070202,,
community,C6605,Farja (Sanjar),,,SY070202,,
community,C4038,Ferwan,,,SY070202,,
community,C3995,Ghazileh (Sanjar),,,SY070202,,
community,C4002,Halban (Sanjar),,,SY070202,,
community,C4030,Hawa (Sanjar),,,SY070202,,
community,C4029,Heisa (Sanjar),,,SY070202,,
community,C4016,Jaberiyeh (Sanjar),,,SY070202,,
community,C4023,Jahman,,,SY070202,,
community,C3999,Jeb Elqasab,,,SY070202,,
community,C4045,Kafraya Elmaarra,,,SY070202,,
community,C4035,Karsanti,,,SY070202,,
community,C4009,Khayriyeh,,,SY070202,,
community,C4032,Khwein Elshaer,,,SY070202,,
community,C4031,Khyara,,,SY070202,,
community,C4040,Little Karatin,,,SY070202,,
community,C3994,Little Khayrieyh,,,SY070202,,
community,C4039,Magharet Merza,,,SY070202,,
community,C6602,Mahatet Um Rejim,,,SY070202,,
community,C4005,Maksar,,,SY070202,,
community,C4041,Mardagana Burtuqala,,,SY070202,,
community,C3996,Mreiheb,,,SY070202,,
community,C4048,Mreijeb Elmashad,,,SY070202,,
community,C4020,Mutawaseta (Sanjar),,,SY070202,,
community,C6599,Nasriyeh (Sanjar),,,SY070202,,
community,C4043,Nibaz,,,SY070202,,
community,C4046,Northern Lweibdeh,,,SY070202,,
community,C4006,Ojeh,,,SY070202,,
community,C4042,Qasr Elabyad,,,SY070202,,
community,C4044,Qatra,,,SY070202,,
community,C4019,Rabeeah Brennan,,,SY070202,,
community,C4034,Rabeeah Musa,,,SY070202,,
community,C6604,Rasm Barjas,,,SY070202,,
community,C3998,Rasm Elabed (Sanjar),,,SY070202,,
community,C6600,Rasm Ward (Sanjar),,,SY070202,,
community,C4024,Sanjar,,,SY070202,,
community,C4021,Saree,,,SY070202,,
community,C4026,Sayadi ,,,SY070202,,
community,C4022,Seraa,,,SY070202,,
community,C4011,Shara - Sharat Elajayez,,,SY070202,,
community,C4015,Sheikh Barakeh,,,SY070202,,
community,C4014,Southern Um Mweilat,,,SY070202,,
community,C4025,Sqiah,,,SY070202,,
community,C4001,Tal Dam,,,SY070202,,
community,C3997,Tal Elojeh,,,SY070202,,
community,C4018,Tal Halawa,,,SY070202,,
community,C4000,Tellemara,,,SY070202,,
community,C4008,Thleijeh,,,SY070202,,
community,C6603,Um Rjem,,,SY070202,,
community,C4012,Um Sehrij - Sanjar,,,SY070202,,
community,C4013,Um Tini,,,SY070202,,
community,C6306,Western Sarja,,,SY070202,,
community,C6594,Al-Halubi,,,SY070203,,
community,C6709,Arynba,,,SY070203,,
community,C4061,Basqala,,,SY070203,,
community,C4057,Big Dara ,,,SY070203,,
community,C4052,Faqie (Kafr Nobol),,,SY070203,,
community,C4069,Fleifel,,,SY070203,,
community,C4070,Ftireh,,,SY070203,,
community,C4058,Has,,,SY070203,,
community,C4056,Hazarin,,,SY070203,,
community,C4050,Jbala,,,SY070203,,
community,C4067,Kafr Musa,,,SY070203,,
community,C4068,Kafr Nobol,,,SY070203,,
community,C4062,Kafr Oweid,,,SY070203,,
community,C4073,Karsaa,,,SY070203,,
community,C4072,Kawkabeh (Kafr Nobol),,,SY070203,,
community,C4074,Lweibdeh (Kafr Nobol),,,SY070203,,
community,C4071,Maar Tahroma,,,SY070203,,
community,C4065,Maar Tamater,,,SY070203,,
community,C4063,Maar Tesin,,,SY070203,,
community,C4066,Maarzita,,,SY070203,,
community,C4060,Milaja (Kafr Nobol),,,SY070203,,
community,C4049,Northern Rasha,,,SY070203,,
community,C4064,Qoqfin,,,SY070203,,
community,C4054,Sfuhen,,,SY070203,,
community,C4055,Sheikh Mustafa,,,SY070203,,
community,C4053,Shorlin,,,SY070203,,
community,C6595,Southern Rasha,,,SY070203,,
community,C4051,Tramla,,,SY070203,,
community,C4059,Um Nir,,,SY070203,,
community,C4093,Abu Dali (Tamanaah),,,SY070204,,
community,C4086,Abu Omar (Tamanaah),,,SY070204,,
community,C4091,Big Khwein,,,SY070204,,
community,C4079,Breiseh,,,SY070204,,
community,C4082,Dajaj,,,SY070204,,
community,C4089,Farja (Tamanaah),,,SY070204,,
community,C4084,Hamadaniyeh (Tamanaah),,,SY070204,,
community,C4088,Mashraf Rajmel Mashraf,,,SY070204,,
community,C4097,Msheirfeh Qabliyeh (Tamanaah),,,SY070204,,
community,C4083,Niha - Tamanaah,,,SY070204,,
community,C4098,Northern Msheirfeh,,,SY070204,,
community,C4096,Qleiat Eltubiyeh,,,SY070204,,
community,C4078,Raffa,,,SY070204,,
community,C4092,Rweideh (Tamanaah),,,SY070204,,
community,C4075,Sahal,,,SY070204,,
community,C4090,Shatib,,,SY070204,,
community,C4077,Skik,,,SY070204,,
community,C4094,Tal Khanzir (Tamanaah),,,SY070204,,
community,C4087,Tal Maraq,,,SY070204,,
community,C6606,Tal Shih,,,SY070204,,
community,C4076,Tama,,,SY070204,,
community,C4081,Tamanaah,,,SY070204,,
community,C4085,Um Elkhalayel,,,SY070204,,
community,C4095,Um Jalal - Tamanaah,,,SY070204,,
community,C4108,Abu Habbeh,,,SY070205,,
community,C4101,Amudiyeh (Heish),,,SY070205,,
community,C4106,Armanaya,,,SY070205,,
community,C4100,Babuline,,,SY070205,,
community,C4105,Heish,,,SY070205,,
community,C4111,Kafr Basin,,,SY070205,,
community,C4110,Kafrsajna,,,SY070205,,
community,C4112,Maar Hattat,,,SY070205,,
community,C6593,Madaya (Heish),,,SY070205,,
community,C4113,Maysruneh,,,SY070205,,
community,C4109,Moqa,,,SY070205,,
community,C4102,Rakaya Sijneh,,,SY070205,,
community,C4104,Sahyan,,,SY070205,,
community,C4107,Sheikh Dames,,,SY070205,,
community,C4099,Tah,,,SY070205,,
community,C4103,Tahtaya,,,SY070205,,
community,C4114,Ariba,,,SY070300,,
community,C4116,Besnaya - Bseineh,,,SY070300,,
community,C4115,Harim,,,SY070300,,
community,C4117,Kafr Hum,,,SY070300,,
community,C4119,Kafr Mu,,,SY070300,,
community,C4118,Mira Shaq,,,SY070300,,
community,C4127,Aqrabat (Dana),,,SY070301,,
community,C4130,Atma,,,SY070301,,
community,C6389,Bab El Hawa (Dana),,,SY070301,,
community,C6755,Babisqa,,,SY070301,,
community,C4128,Burj Elnumra,,,SY070301,,
community,C4126,Dana (Dana),,,SY070301,,
community,C4129,Deir Hassan - Darhashan,,,SY070301,,
community,C4120,Hezreh - Hezri,,,SY070301,,
community,C4132,Kafr Deryan,,,SY070301,,
community,C6692,Mashhad Ruhin,,,SY070301,,
community,C4131,Qah,,,SY070301,,
community,C4121,Sarmada,,,SY070301,,
community,C4123,Selwa,,,SY070301,,
community,C6693,Shaikh Hasan,,,SY070301,,
community,C4122,Tal Elkaramej,,,SY070301,,
community,C4125,Termanin,,,SY070301,,
community,C4124,Tilaada,,,SY070301,,
community,C4133,Abu Talha,,,SY070302,,
community,C6694,Aljib ,,,SY070302,,
community,C4142,Allani,,,SY070302,,
community,C4143,Azmarin,,,SY070302,,
community,C4147,Betiya,,,SY070302,,
community,C4141,Big Hir Jamus,,,SY070302,,
community,C4144,Bozanti,,,SY070302,,
community,C4146,Delbiya,,,SY070302,,
community,C4136,Ein Elbikara,,,SY070302,,
community,C4145,Eskat,,,SY070302,,
community,C6619,Faroukiyeh,,,SY070302,,
community,C4135,Foziyeh,,,SY070302,,
community,C6621,Hamra (Salqin),,,SY070302,,
community,C4134,Hamziyeh,,,SY070302,,
community,C6622,Jakara,,,SY070302,,
community,C6618,Jeser Maksour,,,SY070302,,
