list_name,name,label,governorate,district,subdistrict,community,order
community,C1892,Tal Aakuleh,,,SY020502,,
community,C1870,Tal Aber,,,SY020502,,
community,C6685,Tal Al-Maaz,,,SY020502,,
community,C1895,Tal Aswad,,,SY020502,,
community,C1891,Tal Hassan,,,SY020502,,
community,C1887,Talhuthan,,,SY020502,,
community,C1877,Um Adase Khalilieh,,,SY020502,,
community,C1853,Um Rsum,,,SY020502,,
community,C1861,Um Tinet Manbaj,,,SY020502,,
community,C1842,Upper Nasriyeh,,,SY020502,,
community,C6714,Al Jwaim,,,SY020503,,
community,C6339,Aziziyeh (Maskana),,,SY020503,,
community,C1932,Babiri - Lower Babiri ,,,SY020503,,
community,C1920,Big Raddeh,,,SY020503,,
community,C1919,Hamra (Maskana),,,SY020503,,
community,C1925,Hurriyeh (Maskana),,,SY020503,,
community,C1928,Jeb Elhamam Jtala,,,SY020503,,
community,C1930,Khan Elshaar,,,SY020503,,
community,C1922,Kherbet Salib,,,SY020503,,
community,C1935,Madinet Elghar,,,SY020503,,
community,C1933,Maskana - Onaiza,,,SY020503,,
community,C1924,Muftahiyeh,,,SY020503,,
community,C6305,Mujamaa Hettin,,,SY020503,,
community,C1923,Neimiyeh (Maskana),,,SY020503,,
community,C1934,Qawas,,,SY020503,,
community,C1929,Rajm Elaqraa,,,SY020503,,
community,C1931,Ras El Ein Bumane,,,SY020503,,
community,C1917,Rasm Elbokhar,,,SY020503,,
community,C1927,Samuqet Manbaj,,,SY020503,,
community,C1926,Shahda,,,SY020503,,
community,C1921,Southern Jdeiah,,,SY020503,,
community,C1918,Tal Totun,,,SY020503,,
community,C6722,Um Hajra ,,,SY020503,,
community,C1946,Ain Al Arab,,,SY020600,,
community,C1970,Ayoubiyeh - Karoz,,,SY020600,,
community,C1974,Aziziyeh - Moman Azu,,,SY020600,,
community,C1966,Babn - Boban,,,SY020600,,
community,C1978,Big Doha - Big Qabajeq,,,SY020600,,
community,C1957,Big Ein Elbat,,,SY020600,,
community,C1981,Big Mazraet Sofi,,,SY020600,,
community,C1942,Big Salama - Big Danquz,,,SY020600,,
community,C1961,Bijan Tramk,,,SY020600,,
community,C1959,Bir Omar,,,SY020600,,
community,C1975,Estiqama,,,SY020600,,
community,C1954,Firazdaq - Arsalan Tash,,,SY020600,,
community,C1943,Gharib,,,SY020600,,
community,C1971,Ghassaniyeh - Qorret Halanj,,,SY020600,,
community,C1963,Hazineh,,,SY020600,,
community,C1976,Hbab - Yadi Qawi,,,SY020600,,
community,C1964,Jil Jilak,,,SY020600,,
community,C1960,Joban - Sheikh Joban,,,SY020600,,
community,C6688,Juqur Gharbi,,,SY020600,,
community,C6341,Kalmad ,,,SY020600,,
community,C1991,Karb Karbalak,,,SY020600,,
community,C1992,Kas Kaskan,,,SY020600,,
community,C1967,Kharab Nas,,,SY020600,,
community,C6342,Kharab Rasset,,,SY020600,,
community,C1968,Kharan Kort,,,SY020600,,
community,C1944,Little Salameh - Little Danquz,,,SY020600,,
community,C1952,Lower Beith Lehem - Etweiran,,,SY020600,,
community,C1945,Lower Jbeileh - Qorrat Quri,,,SY020600,,
community,C1941,Lower Tal Abyad - Lower Bozhyuk ,,,SY020600,,
community,C1947,Lower Tal Elhajar - Tashluk,,,SY020600,,
community,C1986,Makhraj,,,SY020600,,
community,C1953,Maydan - Kork Kitan,,,SY020600,,
community,C1982,Mazraet Elamud,,,SY020600,,
community,C6340,Minas,,,SY020600,,
community,C1987,Morshed Morshed Binar,,,SY020600,,
community,C1962,Nabaa - Korbinar,,,SY020600,,
community,C1988,Naf Karab - Karabnaf,,,SY020600,,
community,C1965,Natheriyeh - Koran,,,SY020600,,
community,C1956,Oruba - Kor Ali,,,SY020600,,
community,C1936,Qantarra - Qantaret Kikan,,,SY020600,,
community,C1983,Qantarte Beith Serri,,,SY020600,,
community,C1985,Qarruf,,,SY020600,,
community,C1990,Qola,,,SY020600,,
community,C1940,Sharan (Ain al Arab),,,SY020600,,
community,C1973,Shoruq - Holaqi,,,SY020600,,
community,C1980,Sus - Susan,,,SY020600,,
community,C1958,Tafsh - Tafsho,,,SY020600,,
community,C1951,Tal Ghazal (Ain al Arab),,,SY020600,,
community,C1949,Tal Hajib,,,SY020600,,
community,C1969,Thahireh - Bil Weiran,,,SY020600,,
community,C1950,Upper Beith Lehem - Etweiran,,,SY020600,,
community,C1972,Upper Jbeileh - Qorrat Quri,,,SY020600,,
community,C1939,Upper Khaldiyeh - Upper Tahtak,,,SY020600,,
community,C1979,Upper Sift - Siftek,,,SY020600,,
community,C1955,Upper Tal Hajar,,,SY020600,,
community,C1937,Zarafet Zarafik,,,SY020600,,
community,C1948,Zobar - Zorabi,,,SY020600,,
community,C1977,Zogher,,,SY020600,,
community,C1998,Big Duwara - Jraqli,,,SY020601,,
community,C2004,Big Jeb Faraj,,,SY020601,,
community,C2010,Billeh,,,SY020601,,
community,C2009,Dadi - Dada Li,,,SY020601,,
community,C2011,Darb Elnob,,,SY020601,,
community,C2013,Hifyana - Bugas,,,SY020601,,
community,C2018,Hilala - Middle Kord,,,SY020601,,
community,C1995,Jebnet,,,SY020601,,
community,C2016,Khalil - Khalijak,,,SY020601,,
community,C2001,Kherbet Atu,,,SY020601,,
community,C2007,Lower Shyookh,,,SY020601,,
community,C2017,Mazdalfa - Bistek,,,SY020601,,
community,C1996,Oweina  (Lower Shyookh),,,SY020601,,
community,C2019,Qanaya,,,SY020601,,
community,C2020,Qubbeh,,,SY020601,,
community,C1997,Rajabiyeh - Middle Qojli,,,SY020601,,
community,C1999,Sawaniyet - Qamlaq,,,SY020601,,
community,C2000,Seif Ali,,,SY020601,,
community,C1994,Shakriyeh - Mashko,,,SY020601,,
community,C2014,Shamaliyeh - Boraz Ogli,,,SY020601,,
community,C2012,Shehama - Bandar,,,SY020601,,
community,C2006,Taala (Lower Shyookh),,,SY020601,,
community,C2008,Tal Amar Ein El Arab,,,SY020601,,
community,C2015,Tal Elebar,,,SY020601,,
community,C2005,Upper Dar Elbaz,,,SY020601,,
community,C2021,Upper Qurran,,,SY020601,,
community,C2002,Upper Shyookh,,,SY020601,,
community,C2003,Wawiyeh - Jaql Wabran,,,SY020601,,
community,C6407,Zarak,,,SY020601,,
community,C6409,Zarkutak,,,SY020601,,
community,C6408,Zur Maghar,,,SY020601,,
community,C2083,Abu Daameh al Massoudieh,,,SY020602,,
community,C2032,Assad - Aslan Koy,,,SY020602,,
community,C2030,Athamiya - Eastern Krana,,,SY020602,,
community,C2087,Bab Elhadid - Damer Qabusi,,,SY020602,,
community,C2027,Barakeh - Dweirek,,,SY020602,,
community,C2031,Baroudiyeh (Sarin),,,SY020602,,
community,C2048,Bathiyeh - Kardoshan,,,SY020602,,
community,C2055,Big Dabaa,,,SY020602,,
community,C2099,Big Kamit - Big Kojeh Kamit,,,SY020602,,
community,C2085,Big Khushkhash,,,SY020602,,
community,C2050,Bir Amaa,,,SY020602,,
community,C2036,Bir Bakkar,,,SY020602,,
community,C2044,Bir Dalleh,,,SY020602,,
community,C2051,Bir Eldam,,,SY020602,,
community,C2052,Bir Hsu - Kherbet Kalye,,,SY020602,,
community,C2094,Bir Mahalli,,,SY020602,,
community,C2092,Bir Obedo - Bir Abdel Rahman,,,SY020602,,
community,C2089,Bir Rash - Kiktan,,,SY020602,,
community,C2056,Damman - Western Krana,,,SY020602,,
community,C2093,Dandushan,,,SY020602,,
community,C2076,Darb Eltakht,,,SY020602,,
community,C2069,Duwadiyeh Kik Dada,,,SY020602,,
community,C2046,Eastern Shallal - Eastern Jokhar,,,SY020602,,
community,C2045,Eskeif - Koshkar,,,SY020602,,
community,C2070,Golan - Qurret Qawaqez,,,SY020602,,
community,C2116,Hadid Castle,,,SY020602,,
community,C2059,Hafyan,,,SY020602,,
community,C2062,Halanja,,,SY020602,,
community,C2067,Hamdun,,,SY020602,,
community,C2078,Haql - Bujaq,,,SY020602,,
community,C2098,Hyala - Kweik,,,SY020602,,
community,C2064,Ibrahimiya - Upper Koktaba,,,SY020602,,
community,C2039,Jaadet Elsamawat,,,SY020602,,
community,C2063,Jableh - Berdag,,,SY020602,,
community,C2068,Jalabiyeh,,,SY020602,,
community,C2061,Jorat - Jor Tank,,,SY020602,,
community,C6410,Kantari,,,SY020602,,
community,C2115,Kerak,,,SY020602,,
community,C2037,Khan Mamid - Khan Mohammed,,,SY020602,,
community,C2040,Kharab Elasheq - Kharab Ishq,,,SY020602,,
community,C2053,Kharkhari,,,SY020602,,
community,C2088,Kharufiyeh - Burj Battan,,,SY020602,,
community,C2042,Kherbet Eljamal,,,SY020602,,
community,C2073,Kherbet Elkafer - Kawer Khrab,,,SY020602,,
community,C2090,Khrus,,,SY020602,,
community,C2109,Kreidan,,,SY020602,,
community,C2104,Kufyan,,,SY020602,,
community,C2086,Little Khushkhash,,,SY020602,,
community,C2025,Lower Tarmak - Lower Tarmak Sheikhan,,,SY020602,,
community,C6411,Magharbatin,,,SY020602,,
community,C2111,Mand - Mandak,,,SY020602,,
community,C2112,Mansiyeh,,,SY020602,,
community,C2071,Marufa - Sakuleh,,,SY020602,,
community,C2103,Masrab - Sarin,,,SY020602,,
community,C2096,Mattin,,,SY020602,,
community,C2119,Mazghana,,,SY020602,,
community,C2122,Mil,,,SY020602,,
community,C2108,Milheh,,,SY020602,,
community,C2106,Mitras,,,SY020602,,
community,C2113,Monif,,,SY020602,,
community,C2120,Moruh Ein Elarab,,,SY020602,,
community,C2107,Mweileh,,,SY020602,,
community,C2117,Naqut,,,SY020602,,
community,C2110,Northern Qasaq,,,SY020602,,
community,C2054,Nuhassiyeh - Qazani,,,SY020602,,
community,C2097,Nur Ali,,,SY020602,,
community,C2077,Okuwa - Upper Oj Qardash ,,,SY020602,,
community,C2084,Omariyeh - Omrek,,,SY020602,,
community,C2047,Qaderiyeh (Sarin),,,SY020602,,
community,C2114,Qolana,,,SY020602,,
community,C2121,Qrat,,,SY020602,,
community,C2023,Ramala,,,SY020602,,
community,C2022,Ramilet Elhenno,,,SY020602,,
community,C2034,Ras El Ein Qabli,,,SY020602,,
community,C2118,Rash Castle,,,SY020602,,
community,C2091,Safriyeh,,,SY020602,,
community,C2029,Safwaniyeh,,,SY020602,,
community,C2057,Saharij Eljabal,,,SY020602,,
community,C2080,Sahm - Shish,,,SY020602,,
community,C2058,Sanaa,,,SY020602,,
community,C2079,Saq,,,SY020602,,
community,C2074,Sarin,,,SY020602,,
community,C2081,Sayyeda Khatuniyeh,,,SY020602,,
community,C2043,Seifiyeh,,,SY020602,,
community,C2060,Sfit,,,SY020602,,
community,C2065,Shakif,,,SY020602,,
community,C2066,Sheikh Ghali,,,SY020602,,
community,C2082,Siyaha - Western Saykul,,,SY020602,,
community,C2026,Tal Elakhdar - Lower Koktaba,,,SY020602,,
community,C2024,Tal Elbanat,,,SY020602,,
community,C2033,Tiba Ein Arab,,,SY020602,,
community,C2028,Toq - Toqli,,,SY020602,,
community,C2049,Tuwabiyeh - Kubet Rab,,,SY020602,,
community,C2035,Um Tleil,,,SY020602,,
community,C2102,Upper Fajer,,,SY020602,,
community,C2101,Upper Mawa - Upper Khanik,,,SY020602,,
community,C2100,Wadi Elnur - Kur Wadin,,,SY020602,,
community,C2041,Western Kharab Sehrij,,,SY020602,,
community,C2072,Western Shallal - Western Jokhar,,,SY020602,,
community,C2105,Yaramaz,,,SY020602,,
community,C2075,Zreik ,,,SY020602,,
community,C2144,Abu Dreikha Al Safira,,,SY020700,,
community,C2149,Abu Jrin Al-Safira,,,SY020700,,
community,C2142,Abu Sfeita,,,SY020700,,
community,C2130,Aqraba,,,SY020700,,
community,C2132,Aqrabuz,,,SY020700,,
community,C2154,As-Safira,,,SY020700,,
community,C2129,Balat (As-Safira),,,SY020700,,
community,C2143,Bashkwi Safira,,,SY020700,,
community,C2135,Baydura,,,SY020700,,
community,C2140,Burj Elrumman,,,SY020700,,
community,C2146,Ein Assan,,,SY020700,,
community,C2153,Ein Sabel,,,SY020700,,
community,C2141,Emeiriyeh,,,SY020700,,
community,C2161,Fajdan,,,SY020700,,
community,C2139,Habshiyeh,,,SY020700,,
community,C2131,Hekleh,,,SY020700,,
community,C2126,Htani,,,SY020700,,
community,C2155,Hweijeineh,,,SY020700,,
community,C2150,Jafret Elhos,,,SY020700,,
community,C2151,Jalaghim,,,SY020700,,
community,C2136,Jalghum,,,SY020700,,
community,C2158,Jneid,,,SY020700,,
community,C2162,Kabara,,,SY020700,,
community,C2159,Masyadeh (As-Safira),,,SY020700,,
community,C2160,Qabtin,,,SY020700,,
community,C2163,Qasir Elward,,,SY020700,,
community,C2152,Radwaniyeh - As-Safira,,,SY020700,,
community,C2123,Rayan (As-Safira),,,SY020700,,
community,C6416,Salihyah (As-Safira),,,SY020700,,
community,C2138,Smad (As-Safira),,,SY020700,,
community,C2134,Tal Abur,,,SY020700,,
community,C2133,Tal Alam,,,SY020700,,
community,C2137,Tal Aran,,,SY020700,,
community,C2147,Tal Establ,,,SY020700,,
community,C2125,Tal Hasel,,,SY020700,,
community,C6415,Tal Naam,,,SY020700,,
community,C2157,Tata,,,SY020700,,
community,C2145,Terkan,,,SY020700,,
community,C2148,Um Amud,,,SY020700,,
community,C2124,Um Elamad Alsafira,,,SY020700,,
community,C2128,Zaalana,,,SY020700,,
community,C2156,Zanyan,,,SY020700,,
community,C2176,Abda Musa,,,SY020701,,
community,C2166,Big Hajjara,,,SY020701,,
community,C2175,Big Shallala,,,SY020701,,
community,C6343,Habs,,,SY020701,,
community,C2178,Harbikeh,,,SY020701,,
community,C2177,Hawaz,,,SY020701,,
community,C2164,Jeb Elali,,,SY020701,,
community,C2167,Jeb Elamaa,,,SY020701,,
community,C2165,Jeb Qassem,,,SY020701,,
community,C2169,Khanaser,,,SY020701,,
community,C2179,Qleiah (Khanaser),,,SY020701,,
community,C2168,Raheb,,,SY020701,,
community,C2170,Ramleh - Khanaser,,,SY020701,,
community,C2171,Rasm Elnafal,,,SY020701,,
community,C2172,Rasm Elsayaleh,,,SY020701,,
community,C2173,Rasm Hamad,,,SY020701,,
community,C2174,Zabad,,,SY020701,,
community,C2185,Banan,,,SY020702,,
community,C2188,Bluzeh (Banan),,,SY020702,,
community,C2186,Diman,,,SY020702,,
community,C2183,Jaara,,,SY020702,,
community,C6417,Kafr Kar,,,SY020702,,
community,C2189,Qteirat,,,SY020702,,
community,C2187,Sadaaya,,,SY020702,,
community,C6344,Sarj Fare ,,,SY020702,,
community,C2181,Smeiriyeh,,,SY020702,,
community,C2180,Um Jern Elsafira,,,SY020702,,
community,C2182,Ziraa (Banan),,,SY020702,,
community,C2200,Abu Abdeh,,,SY020703,,
community,C2203,Abu Jlus,,,SY020703,,
community,C2206,Bisheh,,,SY020703,,
community,C2184,Burj Azawi,,,SY020703,,
community,C2193,Burj Elsama,,,SY020703,,
community,C2202,Hajeb,,,SY020703,,
community,C2199,Hawir Elhus,,,SY020703,,
community,C2198,Jarmakiyeh,,,SY020703,,
community,C2204,Jeb Tineh,,,SY020703,,
community,C2209,Kafr Hoot,,,SY020703,,
community,C2194,Lower Jeb Antash,,,SY020703,,
community,C2208,Madrasa,,,SY020703,,
community,C2207,Maktaba,,,SY020703,,
community,C2211,Manaaya,,,SY020703,,
community,C2212,Marbaat Bisha,,,SY020703,,
community,C2210,Mgheirat Shibli,,,SY020703,,
community,C2205,Rabeeah Elhanuteh,,,SY020703,,
community,C2191,Rasm Omeish,,,SY020703,,
community,C2195,Shur,,,SY020703,,
community,C2197,Suyan,,,SY020703,,
community,C2192,Tal Anbar (Hajeb),,,SY020703,,
community,C2190,Tiba Safira,,,SY020703,,
community,C2201,Ubu Getteh,,,SY020703,,
community,C2196,Upper Jeb Antash,,,SY020703,,
community,C2235,Big Majra,,,SY020800,,
community,C2217,Dabis,,,SY020800,,
community,C2231,Hadra - Big Baldaq,,,SY020800,,
community,C2219,Halawaniyeh,,,SY020800,,
community,C2214,Halawanji,,,SY020800,,
community,C2229,Himar,,,SY020800,,
community,C2215,Hjeileh - Jrables,,,SY020800,,
community,C2224,Jamel,,,SY020800,,
community,C2227,Jarablus,,,SY020800,,
community,C2239,Little Majra,,,SY020800,,
community,C2216,Lower Bir,,,SY020800,,
community,C2226,Lower Jrables,,,SY020800,,
community,C2223,Lower Um Rotha,,,SY020800,,
community,C2218,Maghayer - Qorq Mghar,,,SY020800,,
community,C2232,Mahsana - Mahsanli,,,SY020800,,
community,C2238,Marma Elhajar,,,SY020800,,
community,C2240,Mazaalah,,,SY020800,,
community,C2241,Qandariya,,,SY020800,,
community,C2237,Qirata (Jarablus),,,SY020800,,
community,C2230,Sreisat,,,SY020800,,
community,C2213,Tal Elamara,,,SY020800,,
community,C2221,Thahr Elmaghayer,,,SY020800,,
community,C2222,Treikhem,,,SY020800,,
community,C2228,Um Sosa,,,SY020800,,
community,C2225,Upper Um Rotha,,,SY020800,,
community,C2236,Yusef Elbeik,,,SY020800,,
community,C2220,Zoghra,,,SY020800,,
community,C2242,Arab Azzah,,,SY020801,,
community,C2265,Big Mortafaa,,,SY020801,,
community,C2264,Big Nabgha,,,SY020801,,
community,C2267,Big Qantara,,,SY020801,,
community,C2246,Bilis,,,SY020801,,
community,C2252,Forsan - Sabahiler,,,SY020801,,
community,C2266,Ghanameh,,,SY020801,,
community,C2250,Ghandorah,,,SY020801,,
community,C2251,Ghassaniyeh - Jrables,,,SY020801,,
community,C2249,Hajar Elabyad,,,SY020801,,
community,C2243,Hfeira,,,SY020801,,
community,C2258,Hmeireh - Ashkaji,,,SY020801,,
community,C2262,Jeb Eldam Jrables,,,SY020801,,
community,C2247,Kuliyeh,,,SY020801,,
community,C2268,Lilawa,,,SY020801,,
community,C2256,Little Arab Hasan,,,SY020801,,
community,C2254,Qadi Jrables,,,SY020801,,
community,C2263,Qubbet Elturkman,,,SY020801,,
community,C2255,Sabuniyeh (Ghandorah),,,SY020801,,
community,C2261,Shahid,,,SY020801,,
community,C2253,Sheib,,,SY020801,,
community,C2248,Sheineh,,,SY020801,,
community,C2259,Sweida - Qorret Tashli,,,SY020801,,
community,C2260,Tal Aghbar - Tal Elagher,,,SY020801,,
community,C2245,Tal Ali - Karbajli,,,SY020801,,
community,C2244,Tal Elhajar - Tal Elahamar,,,SY020801,,
community,C2257,Thaheriya Jrables,,,SY020801,,
community,C2283,Adleiyeh,,,SY030101,,
community,C2274,Al Matalleh,,,SY030101,,
community,C2277,Arkis,,,SY030101,,
community,C2284,Deir Ali,,,SY030101,,
community,C2287,Deir Khabiyeh,,,SY030101,,
community,C2269,Ein Elbeida (Kisweh),,,SY030101,,
community,C2276,Ein Elsoda (Kisweh),,,SY030101,,
community,C2272,Harjal,,,SY030101,,
community,C2286,Jeb Elsafa (Kisweh),,,SY030101,,
community,C2275,Khan Danoun  ,,,SY030101,,
community,C2270,Kherbet Elsheyab (Kisweh),,,SY030101,,
community,C2273,Khiyarat Danoun  ,,,SY030101,,
community,C2280,Kisweh (Kisweh),,,SY030101,,
community,C2288,Marana (Kisweh),,,SY030101,,
community,C2291,Morjana (Kisweh),,,SY030101,,
community,C2290,Mqeilibeh,,,SY030101,,
community,C2289,Qara,,,SY030101,,
community,C2271,Saada,,,SY030101,,
community,C2278,Shaqhab,,,SY030101,,
community,C2281,Tiba (Kisweh),,,SY030101,,
community,C2282,Um Elawamid,,,SY030101,,
community,C2279,Zakyeh ,,,SY030101,,
community,C2285,Zreiqa,,,SY030101,,
community,C2292,Aqraba (Babella),,,SY030102,,
community,C2300,Babella,,,SY030102,,
community,C2297,Bahdaliya,,,SY030102,,
community,C2295,Beit Sahm,,,SY030102,,
community,C2296,Buwayda (Babella),,,SY030102,,
community,C2293,Hjeireh,,,SY030102,,
community,C2294,Hosh Sahya,,,SY030102,,
community,C6667,Hseniyeh (Babella),,,SY030102,,
community,C2298,Kherbet Elward,,,SY030102,,
community,C2303,Najha,,,SY030102,,
community,C2299,Sayyeda Zeinab,,,SY030102,,
community,C2301,Sbeineh,,,SY030102,,
community,C6666,Thiyabiyeh,,,SY030102,,
community,C2302,Yalda,,,SY030102,,
community,C2304,Jaramana,,,SY030103,,
community,C2306,Ahdaf,,,SY030104,,
community,C2309,Deir Elasafir,,,SY030104,,
community,C6670,Hatita Al-Jarash,,,SY030104,,
community,C2310,Hosh Elsultan,,,SY030104,,
community,C2311,Hteitet Elturkman,,,SY030104,,
community,C2308,Maliha,,,SY030104,,
community,C2305,Shabaa,,,SY030104,,
community,C2307,Zabadin,,,SY030104,,
community,C2318,Beit Sawa,,,SY030105,,
community,C2312,Eftreis,,,SY030105,,
community,C2315,Ein Terma,,,SY030105,,
community,C2316,Hammura,,,SY030105,,
community,C2313,Hezzeh,,,SY030105,,
community,C6671,Hosh Al-Ashary,,,SY030105,,
community,C2317,Jisrein,,,SY030105,,
community,C2319,Kafr Batna,,,SY030105,,
community,C6668,Mahmadiyeh,,,SY030105,,
community,C2314,Saqba,,,SY030105,,
community,C2321,Arbin,,,SY030106,,
community,C2320,Zamalka,,,SY030106,,
community,C2323,Al-Hama (Qudsiya),,,SY030107,,
community,C2324,Ashrafiet Elwadi,,,SY030107,,
community,C2326,Bseimeh,,,SY030107,,
community,C2325,Jamraya,,,SY030107,,
community,C2322,Jdidet Elwadi,,,SY030107,,
community,C2327,New Dahiet Qdosiya Elsakina,,,SY030107,,
community,C2328,Qudsiya,,,SY030107,,
community,C2331,Adra,,,SY030200,,
community,C2330,Btihet Elwafedine,,,SY030200,,
community,C2338,Duma (Duma),,,SY030200,,
community,C2332,Hosh Eldawahreh,,,SY030200,,
community,C2333,Hosh Elfara,,,SY030200,,
community,C2329,Hosh Nasri,,,SY030200,,
community,C2336,Lower Hfeir,,,SY030200,,
community,C2340,Madinet Elshahid Basil Elasad Alomaliyeh Baadra,,,SY030200,,
community,C2339,Meidaa,,,SY030200,,
community,C2337,Rihan,,,SY030200,,
community,C2334,Shafuniyeh,,,SY030200,,
community,C2335,Tal Elswan,,,SY030200,,
community,C6664,Tall Kurdi,,,SY030200,,
community,C2341,Dahiet Elasad,,,SY030201,,
community,C2342,Harasta,,,SY030201,,
community,C2344,Misraba,,,SY030201,,
community,C2343,Modira,,,SY030201,,
community,C6675,Hadalat,,,SY030202,,
community,C6674,Rukban,,,SY030202,,
community,C2345,Sabe Byar,,,SY030202,,
community,C2346,Dhameer,,,SY030203,,
community,C6321,Ramadan (Non-Official Pr Camp),,,SY030203,,
community,C2353,Ahmadia - Nashabiyeh,,,SY030204,,
community,C2349,Bahariya,,,SY030204,,
community,C6665,Bala - Nashabiyeh,,,SY030204,,
community,C2354,Balaliyeh,,,SY030204,,
community,C2363,Beit Nayem,,,SY030204,,
community,C2347,Bzeineh,,,SY030204,,
community,C2359,Deir Salman,,,SY030204,,
community,C2352,Harasta Elqantara,,,SY030204,,
community,C6672,Hzrma,,,SY030204,,
community,C2361,Jarba,,,SY030204,,
community,C2358,Kamissiyeh,,,SY030204,,
community,C2364,Mansura (Nashabiyeh),,,SY030204,,
community,C2366,Marj Elsultan,,,SY030204,,
community,C2355,Nashabiyeh,,,SY030204,,
community,C2365,Nula,,,SY030204,,
community,C2357,Obada,,,SY030204,,
community,C2350,Otaya,,,SY030204,,
community,C2348,Otayba,,,SY030204,,
community,C2356,Qasemiyeh (Nashabiyeh),,,SY030204,,
community,C2351,Qisa,,,SY030204,,
community,C2360,Salhiyeh (Nashabiyeh),,,SY030204,,
community,C2367,Widyan Elrabee,,,SY030204,,
community,C2362,Zamaniyeh,,,SY030204,,
community,C2374,Bayad (Ghizlaniyyeh),,,SY030205,,
community,C2369,Bitariyeh,,,SY030205,,
community,C2376,Deir Elhajar (Ghizlaniyyeh),,,SY030205,,
community,C2377,Delbeh,,,SY030205,,
community,C2375,Ghassuleh,,,SY030205,,
community,C2370,Ghizlaniyyeh,,,SY030205,,
community,C2371,Hayajneh,,,SY030205,,
community,C2378,Qarhata,,,SY030205,,
community,C2372,Qarmashiyeh,,,SY030205,,
community,C2368,Saka,,,SY030205,,
community,C2373,Tal Maskan,,,SY030205,,
community,C2380,Haran Alawameed,,,SY030206,,
community,C2381,Jdidet Elkhas,,,SY030206,,
community,C2382,Kafrein,,,SY030206,,
community,C2379,Mbarka,,,SY030206,,
community,C2384,Al Qutayfah,,,SY030300,,
community,C2383,Helleh (Al Qutayfah),,,SY030300,,
community,C2385,Madamiyet Elqalmun,,,SY030300,,
community,C2388,Atna,,,SY030301,,
community,C2387,Jirud,,,SY030301,,
community,C2386,Nasriyeh (Jirud),,,SY030301,,
community,C2390,Ein Et-Teeneh (Ma'loula),,,SY030302,,
community,C2391,Jabaadin,,,SY030302,,
community,C2393,Maloula,,,SY030302,,
community,C2392,Twani,,,SY030302,,
community,C2394,Raheiba (Raheiba),,,SY030303,,
community,C2395,At Tall,,,SY030400,,
community,C2398,Dreij,,,SY030400,,
community,C2397,Halbun,,,SY030400,,
community,C2400,Maaruna,,,SY030400,,
community,C2401,Meraba,,,SY030400,,
community,C2399,Monin,,,SY030400,,
community,C2396,Talfita,,,SY030400,,
community,C2402,Bada,,,SY030401,,
community,C2406,Maaret Sednaya,,,SY030401,,
community,C2403,Okobar,,,SY030401,,
community,C2404,Sidnaya,,,SY030401,,
community,C2405,Upper Hfeir,,,SY030401,,
community,C2408,Fayadiyeh,,,SY030402,,
community,C2407,Hosh Arab,,,SY030402,,
community,C2409,Jurneyyeh (Rankus),,,SY030402,,
community,C2411,Mahabba,,,SY030402,,
community,C2410,Rankus,,,SY030402,,
community,C2415,Ras El Ein - Yabrud,,,SY030500,,
community,C2413,Ras Elmaarra,,,SY030500,,
community,C2412,Rima,,,SY030500,,
community,C2414,Sarkha,,,SY030500,,
community,C2416,Yabroud,,,SY030500,,
community,C2417,Esal El-Ward,,,SY030501,,
community,C2418,Jobbeh,,,SY030501,,
community,C2419,An Nabk,,,SY030600,,
community,C2422,Mashrafet Falita,,,SY030600,,
community,C2423,Qaldun Elmarah,,,SY030600,,
community,C2421,Qastal (An Nabk),,,SY030600,,
community,C2420,Sahl (An Nabk),,,SY030600,,
community,C2424,Deir Attiyeh,,,SY030601,,
community,C2425,Hmeireh,,,SY030601,,
community,C2426,Jarajir,,,SY030601,,
community,C2427,Qarra - Deir Attiyeh,,,SY030601,,
community,C2429,Az-Zabdani,,,SY030700,,
community,C2433,Barhaliya,,,SY030700,,
community,C2434,Bludan,,,SY030700,,
community,C2432,Hosh Bjid,,,SY030700,,
community,C2435,Kafr Elawamid,,,SY030700,,
community,C2431,Rawda Batroneh,,,SY030700,,
community,C2430,Suq Wadi Barada,,,SY030700,,
community,C2437,Dimas,,,SY030701,,
community,C2436,Jdidet Yabus,,,SY030701,,
community,C2440,Kafir Yabus,,,SY030701,,
community,C2438,Maadar,,,SY030701,,
community,C2439,Qura Elasad,,,SY030701,,
community,C2441,Yabus,,,SY030701,,
community,C2443,Afra,,,SY030702,,
community,C2444,Deir Maqran,,,SY030702,,
community,C2445,Deir Qanun,,,SY030702,,
community,C2447,Ein Elfijeh,,,SY030702,,
community,C2446,Hseiniyeh (Ein Elfijeh),,,SY030702,,
community,C2448,Kafir Elzeit,,,SY030702,,
community,C2449,Bqine,,,SY030703,,
community,C2451,Horayra,,,SY030703,,
community,C2450,Madaya,,,SY030703,,
community,C2452,Ein Hur,,,SY030704,,
community,C2453,Sarghaya,,,SY030704,,
community,C2455,Ambiyya,,,SY030800,,
community,C2460,Amrat,,,SY030800,,
community,C2465,Arna ,,,SY030800,,
community,C2459,Artuz,,,SY030800,,
community,C2463,Beja,,,SY030800,,
community,C2461,Bqaasam,,,SY030800,,
community,C2458,Darwasheh,,,SY030800,,
community,C2467,Jandal Castle,,,SY030800,,
community,C2457,Jdidet Artuz,,,SY030800,,
community,C2471,Kafrquq,,,SY030800,,
